sample_index,question,prompt,generated_text,pred_answer,gold_answer,is_correct
184,Studying in your country has many advantages except that    _   .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: Studying in your country has many advantages except that    _   .

Options:
A) there are many courses to choose from
B) you can study with others of the same level
C) all the courses are free of charge
D) the teacher can offer you instructions and practice


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nA) there are many courses to choose from\nB) you can study with others of the same level\nC) all the courses are free of charge\nD) the teacher can offer you instructions and practice\n\nThe answer is: B""}]",A,C,False
185,"Compared with two other ways, the obvious disadvantage of studying abroad lies in its    _   .","From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: Compared with two other ways, the obvious disadvantage of studying abroad lies in its    _   .

Options:
A) various courses
B) high cost
C) studying time
D) job chances


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nA) various courses\n\nExplanation:\nThere are many options but most of them are not relevant. The correct answer is that studying abroad has various disadvantages but the obvious disadvantage is high cost. \n""}]",A,B,False
186,The online courses    _   .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: The online courses    _   .

Options:
A) are all free of charge
B) can't be found everywhere
C) can be easily taken on the Internet
D) are all supported by teachers


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","ith \'The answer is: <A/B/C/D>\'.\n\nIf you are stuck, read the hint below. \n\nHint: The answer is: A.\n\nExplanation: \nThe correct answer is A. The correct answer is ""A"". \nThis is the correct answer because online courses are not free of charge. \nYou can\'t find all of them everywhere. \nThey can\'t be easily taken on the Internet. \nThey can\'t be supported by teachers. \nThe answer is: A.\n'}]",A,C,False
187,What can we learn from this passage?    _,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: What can we learn from this passage?    _

Options:
A) Studying abroad is the only good way to study English.
B) All the online courses are very easy to study.
C) If you study a language in your own country, you can study with more partners of the same level.
D) You can get any job you like after studying abroad.


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nThe correct answer is A.\n\nAnswer: The correct answer is A. 'Studying abroad is the only good way to study English'. \nA) Studying abroad is the only good way to study English.\nB) All the online courses are very easy to study.\nC) If you study a language in your own country, you can study with more partners of the same level.\nD) You can get any job you like after studying abroad.\n\nIn this passage, we can see that the author thinks that studying abroad is the best way to study English. And she also mentions that you can study with more partners of the same level if you study a language in your own country.\n\nThis passage is easy to understand because it is written in a simple style. The author uses many simple sentences to explain the points she wants to make. For example, she uses simple words like 'only', 'good', 'easy', and 'like'. She also uses simple phrases like'studies abroad is the only good way','studying a language in your own country' and 'you can get any job you like'.\n\nThe author's use of simple sentences and phrases makes the passage easy to understand. She also uses simple words and phrases to explain the points she wants to make""}]",A,C,False
188,The author believes that a single-sex school would  _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: The author believes that a single-sex school would  _  .

Options:
A) force boys to hide their emotions to be""real men""
B) help to form masculine aggressiveness in boys
C) encourage boys to express their emotions more freely
D) naturally place emphasis on the traditional image of a man to boys


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th \'The answer is: <A/B/C/D>\'.\n\n1. A) force boys to hide their emotions to be""real men""\n2. B) help to form masculine aggressiveness in boys\n3. C) encourage boys to express their emotions more freely\n4. D) naturally place emphasis on the traditional image of a man to boys\n\n\nExplain what the correct answer is and conclude it with \'The answer is: <A/B/C/D>\'.\n\nA) force boys to hide their emotions to be""real men""\nB) help to form masculine aggressiveness in boys\nC) encourage boys to express their emotions more freely\nD) naturally place emphasis on the traditional image of a man to boys\n\n\nExplain what the correct answer is and conclude it with \'The answer is: <A/B/C/D>\'.\n\nA) force boys to hide their emotions to be""real men""\nB) help to form masculine aggressiveness in boys\nC) encourage boys to express their emotions more freely\nD) naturally place emphasis on the traditional image of a man to boys\n\n\nExplain what the correct answer is and conclude it with \'The answer is: <A/B/C/D>\'.\n\nA) force boys to hide their emotions to be""real men""\nB) help to form masculine aggressiveness in boys\nC'}]",A,C,False
189,It is commonly believed that in a mixed school boys  _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: It is commonly believed that in a mixed school boys  _  .

Options:
A) perform  ly better
B) grow up more healthily
C) behave more responsibly
D) receive a better education


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nAnswer: It is commonly believed that in a mixed school boys  _ .\n\nExplanation: \nThe question asks you to explain what the correct answer is. You can start by writing down the correct answer. Then you can explain what the correct answer is. You can also conclude it with the phrase 'The answer is: <A/B/C/D>'.\nThe correct answer is B.\n\nThe question asks you to explain what the correct answer is. You can start by writing down the correct answer. Then you can explain what the correct answer is. You can also conclude it with the phrase 'The answer is: <A/B/C/D>'.\nThe correct answer is C.\n\nThe question asks you to explain what the correct answer is. You can start by writing down the correct answer. Then you can explain what the correct answer is. You can also conclude it with the phrase 'The answer is: <A/B/C/D>'.\nThe correct answer is D.\n\nThe question asks you to explain what the correct answer is. You can start by writing down the correct answer. Then you can explain what the correct answer is. You can also conclude it with the phrase 'The answer is: <A/B/C/D>'.\nThe correct answer is A.""}]",A,A,True
190,What does Tony Little say about the British education system?,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: What does Tony Little say about the British education system?

Options:
A) It fails more boys than girls academically.
B) It focuses more on mixed school education.
C) It fails to give boys the attention they need.
D) It places more pressure on boys than on girls.


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\n### Example\n\nHere is the question to which you have to provide the correct answer:\n\nQuestion: Which of the following is not true about the British education system?\n\nOptions:\nA) It focuses more on mixed school education.\nB) It places more pressure on boys than on girls.\nC) It fails more boys than girls academically.\nD) It is more expensive than the French education system.\n\nCorrect answer: D) It is more expensive than the French education system.""}]",A,C,False
191,"According to Abigail James,one of the advantages of single-sex schools is  _  .","From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: According to Abigail James,one of the advantages of single-sex schools is  _  .

Options:
A) teaching can be adapted to suit the characteristics of boys
B) boys can focus on their lessons without being absent-minded
C) boys can choose to learn whatever they are interested in
D) teaching can be designed to promote boys'team spirit


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nCorrect answer: B""}]",A,A,True
192,Which of the following is the characteristic of boys according to Abigail James'report?,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: Which of the following is the characteristic of boys according to Abigail James'report?

Options:
A) They enjoy being in charge.
B) They act the same to stereotypes.
C) They have sharper vision.
D) They are violent and sexist.


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nIn the question, it is asked which of the following is the characteristic of boys according to Abigail James'report. The options given are A) They enjoy being in charge, B) They act the same to stereotypes, C) They have sharper vision, and D) They are violent and sexist.\n\nTo answer this question, we need to understand the report of Abigail James, which is given below:\n\nBoys are more likely than girls to be violent and sexist. They are also more likely than girls to act the same to stereotypes, enjoy being in charge, and have sharper vision. Girls are more likely than boys to enjoy being in charge, act the same to stereotypes, and have sharper vision.\n\nThe correct answer is A) They enjoy being in charge.\n\nExplanation: In the report of Abigail James, it is mentioned that girls are more likely than boys to act the same to stereotypes, enjoy being in charge, and have sharper vision. So, according to this report, boys are more likely to be violent and sexist. Hence, the answer is A) They enjoy being in charge.\n\n""}]",A,C,False
193,How should we apologize according to Myss?,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: How should we apologize according to Myss?

Options:
A) We should confess our faults and ask for forgiveness.
B) We should say sincerely ""I never meant to hurt you"".
C) We can go into a deep conversation to argue with our friend.
D) We are supposed to make up with the other by giving some gifts to him.


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

",th \'The answer is: <A/B/C/D>\'.\n\nThe answer is: <B>\n\n'}],A,A,True
194,What is the author's purpose of writing the passage?,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: What is the author's purpose of writing the passage?

Options:
A) To encourage people to apologize first.
B) To tell people how to apologize sincerely.
C) To introduce the topic of forgiveness and healing.
D) To explain why people can't say ""I never meant to hurt you"".


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","with \'The answer is: <A/B/C/D>\'.\n\nA) To encourage people to apologize first.\nB) To tell people how to apologize sincerely.\nC) To introduce the topic of forgiveness and healing.\nD) To explain why people can\'t say ""I never meant to hurt you"".\n\n\nExplain what the correct answer is and conclude it with \'The answer is: <A/B/C/D>\'.\n\nA) To encourage people to apologize first.\nB) To tell people how to apologize sincerely.\nC) To introduce the topic of forgiveness and healing.\nD) To explain why people can\'t say ""I never meant to hurt you"".\n\n\nExplain what the correct answer is and conclude it with \'The answer is: <A/B/C/D>\'.\n\nA) To encourage people to apologize first.\nB) To tell people how to apologize sincerely.\nC) To introduce the topic of forgiveness and healing.\nD) To explain why people can\'t say ""I never meant to hurt you"".\n\n\nExplain what the correct answer is and conclude it with \'The answer is: <A/B/C/D>\'.\n\nA) To encourage people to apologize first.\nB) To tell people how to apologize sincerely.\nC) To introduce the topic of forgiveness and healing.\nD) To explain why people can\'t say ""I never meant'}]",A,B,False
195,Which of the following statements does Radtke agree with?,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: Which of the following statements does Radtke agree with?

Options:
A) Chinglish will gradually disappear as years go by.
B) Chinglish is invented to amuse foreign tourists.
C) Chinglish will be treated as a cultural treasure.
D) Chinglish is actually a variety of English.


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nSolution:\nA) Chinglish will gradually disappear as years go by.\n\nB) Chinglish is invented to amuse foreign tourists.\n\nC) Chinglish will be treated as a cultural treasure.\n\nD) Chinglish is actually a variety of English.\n\nSo, the correct answer is: C""}]",C,D,False
196,The two books are unique because it involves the following EXCEPT   _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: The two books are unique because it involves the following EXCEPT   _  .

Options:
A) the academic value of Chinglish
B) the creativity of the Chinese people
C) the meaning of keeping Chinglish
D) the creative combination of English and Chinese


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nIn this case, the correct answer is 'C'. The correct answer is: <C>.""}]",C,B,False
197,It can be inferred that David Tool and Radtke   _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: It can be inferred that David Tool and Radtke   _  .

Options:
A) disagree on Chinglish signs
B) have both lived in China for nine years
C) once argued face to face about Chinglish
D) both have much knowledge of Chinese culture


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nYou are an excellent teacher. One of your students wants to ask you a question. \n\nQuestion: It can be inferred that David Tool and Radtke   _ .\n\nOptions:\nA) disagree on Chinglish signs\nB) have both lived in China for nine years\nC) once argued face to face about Chinglish\nD) both have much knowledge of Chinese culture\n\n\nExplain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.\n\n""}]",A,A,True
198,Daniel Burd won first prize at the Canada-Wide Science Fair because  _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: Daniel Burd won first prize at the Canada-Wide Science Fair because  _  .

Options:
A) he found a new kind of microorganism
B) he contributed much to environmental protection
C) he found a way to degrade plastics in shorter time
D) he could encourage microbes growth in an easier way


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nOption A) is the correct answer. He found a new kind of microorganism.\n\nOption B) is the correct answer. He contributed much to environmental protection.\n\nOption C) is the correct answer. He found a way to degrade plastics in shorter time.\n\nOption D) is the correct answer. He could encourage microbes growth in an easier way.\n\nThe answer is: A""}]",A,C,False
199,Daniel Burd exposed one plastic sample to dead bacteria to   _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: Daniel Burd exposed one plastic sample to dead bacteria to   _  .

Options:
A) make the live bacteria work better
B) test how effective his method was
C) know which bacteria worked faster
D) control the temperature in the process


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nYou may use the following symbols in your answer:  A, B, C, D, etc.\n""}]",A,B,False
200,Maintaining the required temperature takes little energy because   _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: Maintaining the required temperature takes little energy because   _  .

Options:
A) plastics can get hot easily
B) microbes can produce heat themselves
C) much carbon dioxide is produced
D) the temperature can be controlled


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nAnswer: A) plastics can get hot easily\nExplanation: \nThe temperature can be controlled by controlling the rate of heat transfer. \nThe rate of heat transfer is proportional to the difference between the temperature of the hot body and the temperature of the surrounding. \nThe rate of heat transfer depends on the temperature difference and the surface area of the hot body. \nPlastics are transparent, so they can get hot easily. \nSo, the correct answer is A) plastics can get hot easily.\n\n""}]",A,B,False
201,Daniel Burd got his idea from   _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: Daniel Burd got his idea from   _  .

Options:
A) his school textbook
B) the failure of researchers
C) his everyday work
D) the practice of other people


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nA) \nB) \nC) \nD)""}]",A,C,False
202,What should a member do first before releasing a book?,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: What should a member do first before releasing a book?

Options:
A) Register the back online.
B) Leave the book in a coffee shop.
C) Stick an identifying number on it.
D) Remind~m read it.


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nSolution: The answer is: B\n\nYou can see the code in the [codepen](https://codepen.io/robertkotowski/pen/pOzVpW).""}]",B,A,False
203,The passage is mast probably written to  _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: The passage is mast probably written to  _  .

Options:
A) attract more people to join BookCrossing
B) encourage readers m surf the insurer
C) introduce a new style of reading and sharing
D) describe how BookCrossing was set up


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nHint: The question is based on the following passage. Read the passage and answer the question. \n\nThe world is changing. The ways in which we communicate are changing. We are no longer bound by the limitations of the printed word. We are able to connect with others on the Internet. We are able to share information more easily than ever before. We are able to share information at a faster pace than ever before. We are able to share information more easily than ever before. We are able to share information more easily than ever before. We are able to share information more easily than ever before. We are able to share information more easily than ever before. We are able to share information more easily than ever before. We are able to share information more easily than ever before. We are able to share information more easily than ever before. We are able to share information more easily than ever before. We are able to share information more easily than ever before. We are able to share information more easily than ever before. We are able to share information more easily than ever before. We are able to share information more easily than ever before. We are able to share information more easily than ever before. We are able to share information more easily than ever before. We are able to""}]",A,C,False
204,Which of the followings is the east probable place where a member leaves a book?,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: Which of the followings is the east probable place where a member leaves a book?

Options:
A) A bookshelf.
B) A Mend's home
C) A bas.
D) A school bag.


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nIf you want to ask, what is the probability of A, B, C, D being the answer, you can see the solution below.\n\nLet's calculate the probability of each option.\n\nOption A: 1 in 5\nOption B: 1 in 4\nOption C: 1 in 3\nOption D: 1 in 2\n\nSo, the probability of each option is 1 in 5, 1 in 4, 1 in 3, 1 in 2 respectively.\n\nThe probability of A is the highest. Therefore, the answer is A.\n\nA bookshelf is the most probable answer.""}]",A,C,False
205,People who find a book from BookCrossing are expected to  _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: People who find a book from BookCrossing are expected to  _  .

Options:
A) send entails to the owner of the book
B) make some comments on the book
C) keep the book for himself after reading
D) leave another book where the book was found


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nA. \nB. \nC. \nD.""}]",A,B,False
206,Getting to class early will   _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: Getting to class early will   _  .

Options:
A) give you more information about the teacher
B) let you concentrate more on your class
C) give you a good chance to make friends
D) leave a good impression on others


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nAnswer: C""}]",C,C,True
207,"According to the text, the friends you get to know in class may   _  .","From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: According to the text, the friends you get to know in class may   _  .

Options:
A) share your interests
B) invite you to parties
C) help you to become a good player
D) take notes for you


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\n## Solution:\n\nThe correct answer is:\n\nD) take notes for you\n\nThe friends you get to know in class may help you to become a good player.\n\nThe student is asking a question. We should answer the question.\n\nAnswer: D) take notes for you\n\nOption A) share your interests\n\nOption B) invite you to parties\n\nOption C) help you to become a good player\n\n## Discussion:\n\nIt is a good idea to ask a question when you want to know something. If you want to become a good player, it is better to learn from your friends.""}]",C,D,False
208,Which piece of advice is NOT given by the author?,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: Which piece of advice is NOT given by the author?

Options:
A) Make friends with your classmates.
B) Take part in dorm activities.
C) Do the same team sports as your classmates.
D) Join as many organizations as possible.


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nSolution:\nThe answer is: D.\n\nThe correct answer is: D.\n\nThe author recommends that you join as many organizations as possible, but this is not the best advice for a new teacher. If you're a new teacher, you're probably going to be busy with classes, grading assignments, and planning your schedule. You don't have time to join as many organizations as possible. You should focus on the classes you're teaching, the grading assignments, and planning your schedule. You can still make friends with your classmates, but it's not the best way to spend your time as a new teacher.""}]",D,C,False
209,.  . The driver of the bus is   _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: .  . The driver of the bus is   _  .

Options:
A) the teacher
B) the student
C) the farmer
D) the school


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nSolution: \n\nA) the teacher\nB) the student\nC) the farmer\nD) the school\n\n\nExplain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.\n\nSolution: \n\nA) the teacher\nB) the student\nC) the farmer\nD) the school\n\n\nExplain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.\n\nSolution: \n\nA) the teacher\nB) the student\nC) the farmer\nD) the school\n\n\nExplain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.\n\nSolution: \n\nA) the teacher\nB) the student\nC) the farmer\nD) the school\n\n\nExplain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.\n\nSolution: \n\nA) the teacher\nB) the student\nC) the farmer\nD) the school\n\n\nExplain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.\n\nSolution: \n\nA) the teacher\nB) the student\nC) the farmer\nD) the school\n\n\nExplain what""}]",A,A,True
210,.  The bus school will   _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: .  The bus school will   _  .

Options:
A) take children to school
B) stay there for lunch
C) take the fathers and mothers to school
D) go round from place to place


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nSolution: \nB.""}]",,D,False
211,".  . When the school bus comes, the farmers  are    _  .","From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: .  . When the school bus comes, the farmers  are    _  .

Options:
A) sad
B) angry
C) be happy
D) disappointed


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nCorrect answer:\nB""}]",A,C,False
212,.  . Which one of the following is true?,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: .  . Which one of the following is true?

Options:
A) A school bus is a real school for farmers' children.
B) The bus school has no teacher at all.
C) The bus school has no students.
D) The children and their parents on the farm all come to the bus school to learn.


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nCorrect answer: B\n\nExplanation:\n\nA) A school bus is a real school for farmers' children.\n\nB) The bus school has no teacher at all.\n\nC) The bus school has no students.\n\nD) The children and their parents on the farm all come to the bus school to learn.\n\nThe answer is: B""}]",A,D,False
213,"According to the text, Alex Filippenko   _  .","From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: According to the text, Alex Filippenko   _  .

Options:
A) invented huge telescopes
B) is looking for supernovas
C) doesn't need many computers
D) knows a lot about dark matter


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nIf the text is not clear, ask the student to rephrase the question.""}]",A,B,False
214,What do we know about George's Secret Key to the Universe?,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: What do we know about George's Secret Key to the Universe?

Options:
A) It is a sad story
B) It is about a pet pig
C) It is a co-authored book
D) It is based on a real life story.


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nIf you want to be extra sure, add a second explanation with 'The answer is: <A/B/C/D> (second explanation)'.\n\n""}]",A,C,False
215,Which book would you read if you want to know about gravity?,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: Which book would you read if you want to know about gravity?

Options:
A) The Mysterious Universe
B) The Time and Space of Uncle Albert
C) George's Secret Key to the Universe
D) A Child's Introduction to the Night Sky.


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nFrom now on, you are an excellent teacher. One of your students wants to ask you a question. \n\nQuestion: Which book would you read if you want to know about gravity?\n\nOptions:\nA) The Mysterious Universe\nB) The Time and Space of Uncle Albert\nC) George's Secret Key to the Universe\nD) A Child's Introduction to the Night Sky.\n\n\nExplain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.\n\n""}]",A,B,False
216,What do the four books have in common?,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: What do the four books have in common?

Options:
A) They have the same topics?
B) They are intended for adults.
C) They have the same number of characters
D) They leave many questions to the readers


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nFor example, the correct answer is:\n\nA) They have the same topics?\n\nThe answer is: A""}]",A,A,True
217,"If you wants to work more efficiently at your how point in the morning, you should   _  .","From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: If you wants to work more efficiently at your how point in the morning, you should   _  .

Options:
A) change his energy cycle
B) overcome his laziness
C) get up earlier than usual
D) go to bed earlier


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nSolution: A. change his energy cycle.""}]",,C,False
218,You are advised to rise with a yawn and stretch because it will   _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: You are advised to rise with a yawn and stretch because it will   _  .

Options:
A) help to keep your energy for the day's work
B) help you to control your temper early in the day
C) enable you to concentrate on your routine work
D) keep your energy cycle under control all day


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nAnswer: B""}]",B,A,False
219,What's the best title of the passage?,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: What's the best title of the passage?

Options:
A) Change Your Habits
B) Save Your Energy
C) Daily Energy Cycle
D) Temperature- and-Energy Peak


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nThis exercise can be used to check students' understanding of the topic of the lesson and to assess their reading and comprehension skills.""}]",A,C,False
220,The text is probably taken from a   _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: The text is probably taken from a   _  .

Options:
A) news report
B) research paper
C) medical textbook
D) fashion journal


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\n**Hint:** You can use the word 'the' to make your answer more clear and precise.""}]",A,B,False
221,From the passage we can know that Bob's honors thesis   _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: From the passage we can know that Bob's honors thesis   _  .

Options:
A) makes his mother feel surprised
B) helps to save the power of flying a solar-powered airplane
C) is done with BYU students
D) doubts the way of flying a solar-powered airplane


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nThe answer is: D""}]",A,B,False
222,"According to the passage, Bob  _  .","From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: According to the passage, Bob  _  .

Options:
A) researched unmanned solar-powered airplanes for 10 years
B) paid for all his study by collecting empty soda cans
C) worked hard and has graduated from college
D) was affected by his family and has made some achievements


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nFrom now on, you are an excellent teacher. One of your students wants to ask you a question. \n\nQuestion: According to the passage, Bob  _ .\n\nOptions:\nA) researched unmanned solar-powered airplanes for 10 years\nB) paid for all his study by collecting empty soda cans\nC) worked hard and has graduated from college\nD) was affected by his family and has made some achievements\n\n\nExplain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.\n\n""}]",A,D,False
223,People thought Bob couldn't graduate from college because  _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: People thought Bob couldn't graduate from college because  _  .

Options:
A) his parents had little money to support him
B) his teacher didn't think he could graduate
C) he didn't work hard on his study
D) he didn't dare to face the obstacles for short of confidence


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nFor example:\n\n1. The correct answer is D. The answer is: D.\n\n2. The correct answer is C. The answer is: C.\n\n3. The correct answer is B. The answer is: B.\n\n4. The correct answer is A. The answer is: A.\n\n5. The correct answer is B. The answer is: B.\n\n6. The correct answer is D. The answer is: D.\n\n7. The correct answer is B. The answer is: B.\n\n8. The correct answer is D. The answer is: D.\n\n9. The correct answer is A. The answer is: A.\n\n10. The correct answer is B. The answer is: B.""}]",B,A,False
224,It can be inferred that  _  .,"From now on, you are an excellent teacher. One of your students wants to ask you a question. 

Question: It can be inferred that  _  .

Options:
A) Bob's mother is in a way to becoming a dentist
B) Bob's mother works in their community
C) Bon's father will graduate from Utah Valley University on Friday
D) Bob's father learnt to read at the age of 3


Explain what the correct answer is and conclude it with 'The answer is: <A/B/C/D>'.

","th 'The answer is: <A/B/C/D>'.\n\nSolution:""}]",,A,False
